,file,speaker,label,file_index,audio_length
14755,14755.wav,Donald Trump,bona-fide,14755,1.53
14756,14756.wav,Gilbert Gottfried,spoof,14756,22.82
14757,14757.wav,Martin Luther King,bona-fide,14757,3.28
14758,14758.wav,Barack Obama,bona-fide,14758,0.7
14759,14759.wav,Martin Luther King,spoof,14759,3.53
14760,14760.wav,Nelson Mandela,bona-fide,14760,1.17
14761,14761.wav,Milton Friedman,bona-fide,14761,5.86
14762,14762.wav,John Cleese,bona-fide,14762,5.25
14763,14763.wav,Bill Clinton,spoof,14763,3.53
14764,14764.wav,Donald Trump,bona-fide,14764,2.12
14765,14765.wav,Bernie Sanders,spoof,14765,4.8
14766,14766.wav,2Pac,spoof,14766,1.13
14767,14767.wav,Alec Guinness,bona-fide,14767,3.09
14768,14768.wav,Ronald Reagan,spoof,14768,4.33
14769,14769.wav,Boris Johnson,bona-fide,14769,1.31
14770,14770.wav,Ronald Reagan,spoof,14770,6.66
14771,14771.wav,Alec Guinness,bona-fide,14771,5.97
14772,14772.wav,Ronald Reagan,spoof,14772,2.67
14773,14773.wav,Donald Trump,bona-fide,14773,1.8
14774,14774.wav,Christopher Hitchens,bona-fide,14774,6.91
14775,14775.wav,Donald Trump,bona-fide,14775,4.96
14776,14776.wav,Dwight Eisenhower,bona-fide,14776,2.26
14777,14777.wav,Alec Guinness,spoof,14777,8.24
14778,14778.wav,Bill Clinton,bona-fide,14778,3.58
14779,14779.wav,Ayn Rand,bona-fide,14779,3.69
14780,14780.wav,Bernie Sanders,bona-fide,14780,2.69
14781,14781.wav,Nelson Mandela,spoof,14781,3.17
14782,14782.wav,Gilbert Gottfried,bona-fide,14782,2.76
14783,14783.wav,Gilbert Gottfried,spoof,14783,6.66
14784,14784.wav,George W. Bush,spoof,14784,1.92
14785,14785.wav,Bill Clinton,bona-fide,14785,3.22
14786,14786.wav,Alan Watts,bona-fide,14786,2.5
14787,14787.wav,Donald Trump,bona-fide,14787,1.74
14788,14788.wav,Barack Obama,bona-fide,14788,2.4
14789,14789.wav,Alec Guinness,spoof,14789,5.08
14790,14790.wav,Tucker Carlson,spoof,14790,4.58
14791,14791.wav,Bill Clinton,bona-fide,14791,1.66
14792,14792.wav,The Notorious B.I.G.,spoof,14792,2.63
14793,14793.wav,Bernie Sanders,bona-fide,14793,9.2
14794,14794.wav,Donald Trump,bona-fide,14794,3.45
14795,14795.wav,Alan Watts,spoof,14795,1.47
14796,14796.wav,Ayn Rand,spoof,14796,1.7
14797,14797.wav,Bernie Sanders,spoof,14797,3.46
14798,14798.wav,Bernie Sanders,bona-fide,14798,3.83
14799,14799.wav,Barack Obama,bona-fide,14799,1.3
14800,14800.wav,Alec Guinness,spoof,14800,6.5
14801,14801.wav,George Carlin,bona-fide,14801,3.43
14802,14802.wav,Donald Trump,bona-fide,14802,4.79
14803,14803.wav,Boris Johnson,bona-fide,14803,3.26
14804,14804.wav,Ronald Reagan,bona-fide,14804,5.21
14805,14805.wav,Alec Guinness,bona-fide,14805,8.75
14806,14806.wav,Alec Guinness,bona-fide,14806,6.49
14807,14807.wav,Barack Obama,bona-fide,14807,1.94
14808,14808.wav,Donald Trump,bona-fide,14808,2.87
14809,14809.wav,Christopher Hitchens,spoof,14809,1.11
14810,14810.wav,Mr. Rogers,spoof,14810,5.31
14811,14811.wav,Mark Zuckerberg,bona-fide,14811,2.88
14812,14812.wav,Donald Trump,bona-fide,14812,3.08
14813,14813.wav,John Cleese,spoof,14813,7.13
14814,14814.wav,Bill Clinton,bona-fide,14814,2.33
14815,14815.wav,Alec Guinness,spoof,14815,6.84
14816,14816.wav,Barack Obama,bona-fide,14816,2.77
14817,14817.wav,Milton Friedman,spoof,14817,2.1
14818,14818.wav,Christopher Hitchens,spoof,14818,1.74
14819,14819.wav,Alec Guinness,bona-fide,14819,1.96
14820,14820.wav,Winston Churchill,bona-fide,14820,2.66
14821,14821.wav,Ronald Reagan,bona-fide,14821,4.88
14822,14822.wav,Barack Obama,bona-fide,14822,4.85
14823,14823.wav,Arnold Schwarzenegger,bona-fide,14823,2.5
14824,14824.wav,Bob Ross,bona-fide,14824,12.48
14825,14825.wav,Barack Obama,bona-fide,14825,4.44
14826,14826.wav,Martin Luther King,bona-fide,14826,3.08
14827,14827.wav,Donald Trump,bona-fide,14827,5.73
14828,14828.wav,Jeff Goldblum,bona-fide,14828,2.96
14829,14829.wav,Bill Clinton,spoof,14829,2.58
14830,14830.wav,Barack Obama,bona-fide,14830,3.03
14831,14831.wav,Mark Zuckerberg,spoof,14831,12.58
14832,14832.wav,Barack Obama,bona-fide,14832,5.74
14833,14833.wav,Bill Clinton,bona-fide,14833,17.58
14834,14834.wav,Bernie Sanders,spoof,14834,13.16
14835,14835.wav,Milton Friedman,spoof,14835,11.5
14836,14836.wav,Louis Farrakhan,bona-fide,14836,1.73
14837,14837.wav,Bill Clinton,bona-fide,14837,1.4
14838,14838.wav,Alec Guinness,bona-fide,14838,1.1
14839,14839.wav,Ronald Reagan,spoof,14839,2.28
14840,14840.wav,Jimmy Carter,spoof,14840,8.77
14841,14841.wav,Milton Friedman,spoof,14841,9.33
14842,14842.wav,Donald Trump,bona-fide,14842,2.95
14843,14843.wav,Donald Trump,bona-fide,14843,2.68
14844,14844.wav,Bill Clinton,spoof,14844,2.41
14845,14845.wav,Alec Guinness,bona-fide,14845,3.68
14846,14846.wav,Jeff Goldblum,bona-fide,14846,6.96
14847,14847.wav,Alec Guinness,bona-fide,14847,1.21
14848,14848.wav,JFK,bona-fide,14848,3.72
14849,14849.wav,Winston Churchill,bona-fide,14849,3.78
14850,14850.wav,Donald Trump,bona-fide,14850,3.74
14851,14851.wav,George Carlin,bona-fide,14851,2.56
14852,14852.wav,Adam Driver,bona-fide,14852,6.41
14853,14853.wav,Bill Clinton,bona-fide,14853,2.38
14854,14854.wav,Christopher Hitchens,bona-fide,14854,3.37
14855,14855.wav,Mr. Rogers,spoof,14855,4.28
14856,14856.wav,George W. Bush,spoof,14856,8.88
14857,14857.wav,Bill Clinton,spoof,14857,2.04
14858,14858.wav,Ayn Rand,spoof,14858,4.93
14859,14859.wav,Bill Clinton,bona-fide,14859,2.65
14860,14860.wav,Barack Obama,bona-fide,14860,6.26
14861,14861.wav,Alexandria Ocasio-Cortez,bona-fide,14861,8.36
14862,14862.wav,Martin Luther King,spoof,14862,3.27
14863,14863.wav,Alexandria Ocasio-Cortez,bona-fide,14863,2.52
14864,14864.wav,Alec Guinness,spoof,14864,11.37
14865,14865.wav,Ronald Reagan,spoof,14865,4.09
14866,14866.wav,Donald Trump,bona-fide,14866,2.73
14867,14867.wav,Mr. Rogers,spoof,14867,8.68
14868,14868.wav,Milton Friedman,spoof,14868,3.48
14869,14869.wav,Dwight Eisenhower,spoof,14869,4.09
14870,14870.wav,Bernie Sanders,spoof,14870,6.4
14871,14871.wav,George W. Bush,spoof,14871,3.12
14872,14872.wav,Bernie Sanders,spoof,14872,19.1
14873,14873.wav,Barack Obama,spoof,14873,4.42
14874,14874.wav,Barack Obama,bona-fide,14874,5.39
14875,14875.wav,Donald Trump,bona-fide,14875,4.12
14876,14876.wav,Barack Obama,bona-fide,14876,4.57
14877,14877.wav,Donald Trump,bona-fide,14877,3.54
14878,14878.wav,John Cleese,spoof,14878,3.12
14879,14879.wav,Bill Clinton,bona-fide,14879,5.66
14880,14880.wav,Nelson Mandela,bona-fide,14880,2.44
14881,14881.wav,Alec Guinness,spoof,14881,3.05
14882,14882.wav,Ronald Reagan,bona-fide,14882,2.97
14883,14883.wav,Christopher Hitchens,bona-fide,14883,1.71
14884,14884.wav,Alec Guinness,spoof,14884,5.96
14885,14885.wav,Donald Trump,bona-fide,14885,4.2
14886,14886.wav,Ronald Reagan,spoof,14886,4.27
14887,14887.wav,Alec Guinness,spoof,14887,2.19
14888,14888.wav,Bernie Sanders,spoof,14888,2.51
14889,14889.wav,Mark Zuckerberg,bona-fide,14889,8.83
14890,14890.wav,Mitch Hedberg,spoof,14890,4.36
14891,14891.wav,Bernie Sanders,bona-fide,14891,4.21
14892,14892.wav,Winston Churchill,bona-fide,14892,3.15
14893,14893.wav,Ayn Rand,bona-fide,14893,3.53
14894,14894.wav,Ayn Rand,bona-fide,14894,3.19
14895,14895.wav,Ayn Rand,spoof,14895,7.03
14896,14896.wav,FDR,bona-fide,14896,2.41
14897,14897.wav,Nick Offerman,bona-fide,14897,8.53
14898,14898.wav,Bernie Sanders,spoof,14898,4.34
14899,14899.wav,Christopher Hitchens,bona-fide,14899,1.42
14900,14900.wav,Richard Nixon,bona-fide,14900,2.85
14901,14901.wav,Donald Trump,bona-fide,14901,3.4
14902,14902.wav,Donald Trump,bona-fide,14902,1.58
14903,14903.wav,Bernie Sanders,spoof,14903,2.74
14904,14904.wav,Bill Burr,bona-fide,14904,6.92
14905,14905.wav,Ayn Rand,bona-fide,14905,1.9
14906,14906.wav,Donald Trump,bona-fide,14906,14.3
14907,14907.wav,Barack Obama,bona-fide,14907,1.91
14908,14908.wav,Donald Trump,bona-fide,14908,1.48
14909,14909.wav,Queen Elizabeth II,bona-fide,14909,2.03
14910,14910.wav,Bernie Sanders,spoof,14910,8.64
14911,14911.wav,George Carlin,bona-fide,14911,7.15
14912,14912.wav,FDR,spoof,14912,6.18
14913,14913.wav,FDR,spoof,14913,6.94
14914,14914.wav,FDR,bona-fide,14914,2.47
14915,14915.wav,Donald Trump,bona-fide,14915,3.15
14916,14916.wav,Donald Trump,bona-fide,14916,1.91
14917,14917.wav,Mitch Hedberg,spoof,14917,6.69
14918,14918.wav,Ayn Rand,spoof,14918,2.76
14919,14919.wav,Alec Guinness,spoof,14919,5.64
14920,14920.wav,Ronald Reagan,spoof,14920,1.1
14921,14921.wav,John Cleese,bona-fide,14921,12.38
14922,14922.wav,Ronald Reagan,spoof,14922,1.64
14923,14923.wav,Adam Driver,spoof,14923,5.58
14924,14924.wav,Bernie Sanders,bona-fide,14924,5.45
14925,14925.wav,FDR,bona-fide,14925,2.47
14926,14926.wav,Bob Ross,spoof,14926,6.98
14927,14927.wav,Alec Guinness,spoof,14927,3.61
14928,14928.wav,Winston Churchill,bona-fide,14928,3.5
14929,14929.wav,Ayn Rand,bona-fide,14929,6.5
14930,14930.wav,Alec Guinness,spoof,14930,1.57
14931,14931.wav,Alexandria Ocasio-Cortez,bona-fide,14931,5.47
14932,14932.wav,Alec Guinness,bona-fide,14932,5.23
14933,14933.wav,Alexandria Ocasio-Cortez,bona-fide,14933,2.16
14934,14934.wav,Ayn Rand,spoof,14934,3.28
14935,14935.wav,Bernie Sanders,bona-fide,14935,1.04
14936,14936.wav,Arnold Schwarzenegger,spoof,14936,5.35
14937,14937.wav,Arnold Schwarzenegger,spoof,14937,1.98
14938,14938.wav,Donald Trump,bona-fide,14938,3.87
14939,14939.wav,Ayn Rand,bona-fide,14939,7.3
14940,14940.wav,Alexandria Ocasio-Cortez,bona-fide,14940,4.62
14941,14941.wav,Mark Zuckerberg,bona-fide,14941,5.11
14942,14942.wav,Bernie Sanders,bona-fide,14942,13.54
14943,14943.wav,Nelson Mandela,spoof,14943,1.35
14944,14944.wav,Ayn Rand,spoof,14944,6.15
14945,14945.wav,Boris Johnson,spoof,14945,6.26
14946,14946.wav,Queen Elizabeth II,spoof,14946,1.46
14947,14947.wav,Barack Obama,bona-fide,14947,3.85
14948,14948.wav,Richard Nixon,spoof,14948,1.89
14949,14949.wav,Alec Guinness,spoof,14949,5.11
14950,14950.wav,Barack Obama,bona-fide,14950,8.57
14951,14951.wav,Bernie Sanders,bona-fide,14951,2.43
14952,14952.wav,Christopher Hitchens,spoof,14952,1.01
14953,14953.wav,Bernie Sanders,spoof,14953,9.94
14954,14954.wav,Donald Trump,bona-fide,14954,2.04
14955,14955.wav,Donald Trump,bona-fide,14955,3.46
14956,14956.wav,Alan Watts,spoof,14956,2.72
14957,14957.wav,Boris Johnson,bona-fide,14957,1.37
14958,14958.wav,Bill Clinton,spoof,14958,1.57
14959,14959.wav,2Pac,bona-fide,14959,3.96
14960,14960.wav,Alec Guinness,bona-fide,14960,9.47
14961,14961.wav,Barack Obama,bona-fide,14961,4.7
14962,14962.wav,Bernie Sanders,bona-fide,14962,1.49
14963,14963.wav,Nick Offerman,bona-fide,14963,3.16
14964,14964.wav,Malcolm X,bona-fide,14964,1.83
14965,14965.wav,Bernie Sanders,spoof,14965,1.83
14966,14966.wav,Bernie Sanders,bona-fide,14966,6.24
14967,14967.wav,Bill Clinton,spoof,14967,17.19
14968,14968.wav,Bernie Sanders,spoof,14968,3.34
14969,14969.wav,Richard Nixon,spoof,14969,6.57
14970,14970.wav,Barack Obama,bona-fide,14970,3.0
14971,14971.wav,Donald Trump,bona-fide,14971,1.35
14972,14972.wav,Bernie Sanders,bona-fide,14972,1.67
14973,14973.wav,Bernie Sanders,spoof,14973,5.78
14974,14974.wav,Dwight Eisenhower,bona-fide,14974,1.16
14975,14975.wav,Christopher Hitchens,spoof,14975,17.16
14976,14976.wav,Alan Watts,spoof,14976,2.14
14977,14977.wav,JFK,bona-fide,14977,2.57
14978,14978.wav,George Carlin,bona-fide,14978,5.53
14979,14979.wav,Barack Obama,bona-fide,14979,5.81
14980,14980.wav,Alec Guinness,spoof,14980,7.26
14981,14981.wav,Ronald Reagan,spoof,14981,2.69
14982,14982.wav,Bernie Sanders,bona-fide,14982,2.52
14983,14983.wav,Barack Obama,bona-fide,14983,2.01
14984,14984.wav,Alec Guinness,bona-fide,14984,1.65
14985,14985.wav,Alan Watts,bona-fide,14985,0.65
14986,14986.wav,Bill Clinton,bona-fide,14986,2.6
14987,14987.wav,Donald Trump,bona-fide,14987,6.38
14988,14988.wav,Mr. Rogers,bona-fide,14988,2.06
14989,14989.wav,Barack Obama,bona-fide,14989,3.49
14990,14990.wav,George W. Bush,spoof,14990,6.4
14991,14991.wav,Barack Obama,bona-fide,14991,2.07
14992,14992.wav,Dave Chappelle,spoof,14992,23.21
14993,14993.wav,Alec Guinness,spoof,14993,9.04
14994,14994.wav,Nick Offerman,bona-fide,14994,7.27
14995,14995.wav,Alec Guinness,spoof,14995,4.86
14996,14996.wav,Donald Trump,bona-fide,14996,4.89
14997,14997.wav,Alec Guinness,bona-fide,14997,8.81
14998,14998.wav,Bernie Sanders,bona-fide,14998,3.2
14999,14999.wav,Bill Clinton,spoof,14999,0.94
15000,15000.wav,Alec Guinness,spoof,15000,5.64
15001,15001.wav,Robert Kardashian,bona-fide,15001,1.63
15002,15002.wav,Christopher Hitchens,spoof,15002,4.68
15003,15003.wav,Ayn Rand,spoof,15003,2.38
15004,15004.wav,Alan Watts,bona-fide,15004,3.81
15005,15005.wav,The Notorious B.I.G.,spoof,15005,0.93
15006,15006.wav,Bernie Sanders,spoof,15006,2.93
15007,15007.wav,Martin Luther King,spoof,15007,2.39
15008,15008.wav,Alec Guinness,bona-fide,15008,8.57
15009,15009.wav,Donald Trump,spoof,15009,7.81
15010,15010.wav,Bernie Sanders,bona-fide,15010,7.89
15011,15011.wav,Donald Trump,bona-fide,15011,2.7
15012,15012.wav,Donald Trump,bona-fide,15012,2.0
15013,15013.wav,Jerry Seinfeld,spoof,15013,4.05
15014,15014.wav,Barack Obama,bona-fide,15014,6.18
15015,15015.wav,Lyndon Johnson,bona-fide,15015,2.75
15016,15016.wav,Richard Nixon,bona-fide,15016,1.42
15017,15017.wav,2Pac,bona-fide,15017,4.05
15018,15018.wav,Christopher Hitchens,spoof,15018,13.45
15019,15019.wav,Ayn Rand,spoof,15019,7.46
15020,15020.wav,Bill Clinton,spoof,15020,3.07
15021,15021.wav,Alan Watts,spoof,15021,1.75
15022,15022.wav,Alec Guinness,bona-fide,15022,1.21
15023,15023.wav,Ayn Rand,spoof,15023,6.25
15024,15024.wav,Robert Kardashian,bona-fide,15024,2.07
15025,15025.wav,Ronald Reagan,spoof,15025,4.15
15026,15026.wav,Alec Guinness,spoof,15026,21.87
15027,15027.wav,Alec Guinness,spoof,15027,8.02
15028,15028.wav,Barack Obama,bona-fide,15028,3.3
15029,15029.wav,Ronald Reagan,spoof,15029,1.98
15030,15030.wav,Ayn Rand,bona-fide,15030,3.94
15031,15031.wav,Martin Luther King,spoof,15031,6.51
15032,15032.wav,Ayn Rand,spoof,15032,3.58
15033,15033.wav,Ayn Rand,bona-fide,15033,4.86
15034,15034.wav,Ayn Rand,bona-fide,15034,4.21
15035,15035.wav,Barack Obama,bona-fide,15035,5.78
15036,15036.wav,Donald Trump,bona-fide,15036,1.37
15037,15037.wav,Alec Guinness,bona-fide,15037,2.38
15038,15038.wav,Louis Farrakhan,spoof,15038,10.93
15039,15039.wav,Bernie Sanders,bona-fide,15039,1.74
15040,15040.wav,Richard Nixon,bona-fide,15040,4.96
15041,15041.wav,Donald Trump,bona-fide,15041,1.96
15042,15042.wav,Ayn Rand,spoof,15042,15.91
15043,15043.wav,Bernie Sanders,bona-fide,15043,2.99
15044,15044.wav,Queen Elizabeth II,spoof,15044,14.36
15045,15045.wav,Bernie Sanders,bona-fide,15045,3.71
15046,15046.wav,Barack Obama,bona-fide,15046,4.35
15047,15047.wav,Donald Trump,spoof,15047,3.26
15048,15048.wav,Barack Obama,bona-fide,15048,2.41
15049,15049.wav,Mark Zuckerberg,spoof,15049,5.22
15050,15050.wav,Arnold Schwarzenegger,spoof,15050,2.56
15051,15051.wav,Bill Clinton,bona-fide,15051,1.92
15052,15052.wav,Queen Elizabeth II,spoof,15052,2.36
15053,15053.wav,Barack Obama,bona-fide,15053,3.69
15054,15054.wav,Christopher Hitchens,spoof,15054,8.21
15055,15055.wav,Boris Johnson,bona-fide,15055,1.45
15056,15056.wav,Christopher Hitchens,bona-fide,15056,2.16
15057,15057.wav,Barack Obama,bona-fide,15057,0.69
15058,15058.wav,Bill Clinton,bona-fide,15058,1.42
15059,15059.wav,Bernie Sanders,bona-fide,15059,6.3
15060,15060.wav,Mark Zuckerberg,spoof,15060,2.06
15061,15061.wav,Bernie Sanders,bona-fide,15061,1.79
15062,15062.wav,The Notorious B.I.G.,spoof,15062,0.6
15063,15063.wav,Christopher Hitchens,spoof,15063,5.45
15064,15064.wav,Bernie Sanders,spoof,15064,4.71
15065,15065.wav,Orson Welles,spoof,15065,7.03
15066,15066.wav,Bernie Sanders,spoof,15066,5.13
15067,15067.wav,Donald Trump,bona-fide,15067,4.7
15068,15068.wav,Ronald Reagan,spoof,15068,1.94
15069,15069.wav,Barack Obama,bona-fide,15069,7.62
15070,15070.wav,Donald Trump,bona-fide,15070,17.7
15071,15071.wav,Gilbert Gottfried,bona-fide,15071,4.53
15072,15072.wav,George Carlin,bona-fide,15072,13.45
15073,15073.wav,Alec Guinness,spoof,15073,2.96
15074,15074.wav,Bernie Sanders,spoof,15074,5.67
15075,15075.wav,Winston Churchill,bona-fide,15075,5.14
15076,15076.wav,Bernie Sanders,spoof,15076,8.82
15077,15077.wav,2Pac,spoof,15077,2.07
15078,15078.wav,Bill Clinton,spoof,15078,6.18
15079,15079.wav,Ayn Rand,spoof,15079,3.02
15080,15080.wav,William F. Buckley,spoof,15080,7.09
15081,15081.wav,Bernie Sanders,bona-fide,15081,3.03
15082,15082.wav,Alec Guinness,bona-fide,15082,2.9
15083,15083.wav,Alec Guinness,bona-fide,15083,1.92
15084,15084.wav,Ayn Rand,spoof,15084,3.44
15085,15085.wav,Bill Clinton,spoof,15085,2.42
15086,15086.wav,Queen Elizabeth II,spoof,15086,3.65
15087,15087.wav,Bernie Sanders,bona-fide,15087,3.08
15088,15088.wav,Donald Trump,bona-fide,15088,3.54
15089,15089.wav,Bernie Sanders,spoof,15089,4.69
15090,15090.wav,Martin Luther King,bona-fide,15090,3.45
15091,15091.wav,Donald Trump,bona-fide,15091,3.56
15092,15092.wav,Ayn Rand,bona-fide,15092,3.79
15093,15093.wav,Queen Elizabeth II,spoof,15093,4.07
15094,15094.wav,Bill Clinton,spoof,15094,4.78
15095,15095.wav,Alec Guinness,spoof,15095,6.47
15096,15096.wav,Alexandria Ocasio-Cortez,bona-fide,15096,4.05
15097,15097.wav,Louis Farrakhan,bona-fide,15097,2.38
15098,15098.wav,Milton Friedman,bona-fide,15098,3.59
15099,15099.wav,Bernie Sanders,spoof,15099,4.14
15100,15100.wav,Queen Elizabeth II,spoof,15100,5.1
15101,15101.wav,Donald Trump,bona-fide,15101,2.85
15102,15102.wav,Ayn Rand,spoof,15102,1.55
15103,15103.wav,Alec Guinness,bona-fide,15103,1.12
15104,15104.wav,Ayn Rand,bona-fide,15104,2.37
15105,15105.wav,Louis C.K.,spoof,15105,2.39
15106,15106.wav,Ayn Rand,spoof,15106,5.71
15107,15107.wav,Barack Obama,bona-fide,15107,1.23
15108,15108.wav,Bill Clinton,bona-fide,15108,1.45
15109,15109.wav,Winston Churchill,bona-fide,15109,1.82
15110,15110.wav,Barack Obama,spoof,15110,1.27
15111,15111.wav,Barack Obama,spoof,15111,3.32
15112,15112.wav,Barack Obama,spoof,15112,4.79
15113,15113.wav,Donald Trump,bona-fide,15113,0.58
15114,15114.wav,Bernie Sanders,spoof,15114,4.03
15115,15115.wav,Alec Guinness,spoof,15115,5.73
15116,15116.wav,George Carlin,spoof,15116,1.39
15117,15117.wav,Bernie Sanders,bona-fide,15117,7.4
15118,15118.wav,Barack Obama,bona-fide,15118,5.94
15119,15119.wav,Bill Clinton,spoof,15119,6.1
15120,15120.wav,Bill Clinton,bona-fide,15120,5.13
15121,15121.wav,Alexandria Ocasio-Cortez,bona-fide,15121,4.75
15122,15122.wav,Alec Guinness,bona-fide,15122,2.1
15123,15123.wav,Barack Obama,bona-fide,15123,4.82
15124,15124.wav,Barack Obama,bona-fide,15124,0.92
15125,15125.wav,Calvin Coolidge,bona-fide,15125,2.87
15126,15126.wav,Ayn Rand,bona-fide,15126,4.71
15127,15127.wav,Alec Guinness,spoof,15127,4.4
15128,15128.wav,Martin Luther King,spoof,15128,3.62
15129,15129.wav,Alec Guinness,spoof,15129,2.81
15130,15130.wav,Jeff Goldblum,bona-fide,15130,3.76
15131,15131.wav,Christopher Hitchens,bona-fide,15131,4.15
15132,15132.wav,Alec Guinness,bona-fide,15132,0.98
15133,15133.wav,Bernie Sanders,spoof,15133,5.72
15134,15134.wav,Winston Churchill,bona-fide,15134,4.34
15135,15135.wav,Barack Obama,bona-fide,15135,4.28
15136,15136.wav,Alec Guinness,bona-fide,15136,0.81
15137,15137.wav,Bob Ross,bona-fide,15137,5.14
15138,15138.wav,Queen Elizabeth II,spoof,15138,6.56
15139,15139.wav,Barack Obama,bona-fide,15139,4.15
15140,15140.wav,Donald Trump,bona-fide,15140,1.77
15141,15141.wav,Harry Truman,bona-fide,15141,2.04
15142,15142.wav,Donald Trump,bona-fide,15142,7.15
15143,15143.wav,Robert Kardashian,bona-fide,15143,0.81
15144,15144.wav,Bernie Sanders,spoof,15144,4.31
15145,15145.wav,Christopher Hitchens,bona-fide,15145,4.3
15146,15146.wav,Barack Obama,bona-fide,15146,4.63
15147,15147.wav,Bernie Sanders,spoof,15147,14.86
15148,15148.wav,Bernie Sanders,spoof,15148,1.89
15149,15149.wav,Ayn Rand,spoof,15149,4.8
15150,15150.wav,Christopher Hitchens,bona-fide,15150,5.31
15151,15151.wav,Alec Guinness,bona-fide,15151,1.23
15152,15152.wav,Donald Trump,bona-fide,15152,0.8
15153,15153.wav,Alec Guinness,bona-fide,15153,4.34
15154,15154.wav,Milton Friedman,bona-fide,15154,3.52
15155,15155.wav,JFK,bona-fide,15155,3.13
15156,15156.wav,Bill Clinton,bona-fide,15156,2.87
15157,15157.wav,Alec Guinness,bona-fide,15157,5.96
15158,15158.wav,Barack Obama,bona-fide,15158,1.65
15159,15159.wav,JFK,bona-fide,15159,2.98
15160,15160.wav,Alec Guinness,bona-fide,15160,0.9
15161,15161.wav,Bob Ross,bona-fide,15161,1.12
15162,15162.wav,Alec Guinness,bona-fide,15162,1.42
15163,15163.wav,Bernie Sanders,bona-fide,15163,2.19
15164,15164.wav,Bernie Sanders,spoof,15164,4.05
15165,15165.wav,Arnold Schwarzenegger,spoof,15165,1.81
15166,15166.wav,Ronald Reagan,spoof,15166,1.47
15167,15167.wav,Alec Guinness,bona-fide,15167,2.22
15168,15168.wav,Bernie Sanders,bona-fide,15168,4.61
15169,15169.wav,2Pac,spoof,15169,15.69
15170,15170.wav,Dwight Eisenhower,bona-fide,15170,2.81
15171,15171.wav,Martin Luther King,spoof,15171,4.64
15172,15172.wav,Nelson Mandela,bona-fide,15172,3.24
15173,15173.wav,Barack Obama,bona-fide,15173,1.7
15174,15174.wav,Barack Obama,spoof,15174,1.77
15175,15175.wav,Bill Clinton,spoof,15175,1.22
15176,15176.wav,Barack Obama,bona-fide,15176,1.97
15177,15177.wav,Ayn Rand,bona-fide,15177,3.24
15178,15178.wav,Bernie Sanders,bona-fide,15178,10.93
15179,15179.wav,George W. Bush,spoof,15179,3.22
15180,15180.wav,Bernie Sanders,spoof,15180,4.16
15181,15181.wav,Alec Guinness,bona-fide,15181,4.73
15182,15182.wav,Alec Guinness,spoof,15182,5.8
15183,15183.wav,Nelson Mandela,spoof,15183,2.67
15184,15184.wav,Barack Obama,bona-fide,15184,6.42
15185,15185.wav,Alec Guinness,bona-fide,15185,0.84
15186,15186.wav,Adam Driver,spoof,15186,7.83
15187,15187.wav,Alec Guinness,spoof,15187,7.14
15188,15188.wav,Alec Guinness,spoof,15188,8.68
15189,15189.wav,George W. Bush,spoof,15189,13.04
15190,15190.wav,Barack Obama,bona-fide,15190,1.15
15191,15191.wav,Adam Driver,bona-fide,15191,5.87
15192,15192.wav,Ayn Rand,bona-fide,15192,1.97
15193,15193.wav,Ronald Reagan,spoof,15193,4.88
15194,15194.wav,Ayn Rand,bona-fide,15194,2.54
15195,15195.wav,Gilbert Gottfried,bona-fide,15195,5.76
15196,15196.wav,Donald Trump,bona-fide,15196,3.46
15197,15197.wav,Donald Trump,bona-fide,15197,4.9
15198,15198.wav,Barack Obama,bona-fide,15198,3.85
15199,15199.wav,Barack Obama,bona-fide,15199,4.07
15200,15200.wav,FDR,spoof,15200,4.25
15201,15201.wav,Adam Driver,spoof,15201,2.55
15202,15202.wav,Barack Obama,bona-fide,15202,4.24
15203,15203.wav,Milton Friedman,bona-fide,15203,2.41
15204,15204.wav,Donald Trump,spoof,15204,10.78
15205,15205.wav,Alec Guinness,spoof,15205,5.78
15206,15206.wav,Bill Clinton,bona-fide,15206,2.01
15207,15207.wav,Barack Obama,bona-fide,15207,1.68
15208,15208.wav,Alan Watts,spoof,15208,2.41
15209,15209.wav,Winston Churchill,bona-fide,15209,1.6
15210,15210.wav,Donald Trump,bona-fide,15210,4.22
15211,15211.wav,Alec Guinness,bona-fide,15211,2.99
15212,15212.wav,Donald Trump,bona-fide,15212,2.43
15213,15213.wav,Alec Guinness,spoof,15213,7.68
15214,15214.wav,Alec Guinness,bona-fide,15214,1.83
15215,15215.wav,Donald Trump,bona-fide,15215,2.63
15216,15216.wav,Nelson Mandela,bona-fide,15216,3.22
15217,15217.wav,Alec Guinness,bona-fide,15217,4.75
15218,15218.wav,Bill Clinton,bona-fide,15218,1.0
15219,15219.wav,Louis Farrakhan,spoof,15219,1.29
15220,15220.wav,Alan Watts,spoof,15220,1.92
15221,15221.wav,Louis Farrakhan,bona-fide,15221,2.3
15222,15222.wav,Donald Trump,bona-fide,15222,1.61
15223,15223.wav,Barack Obama,bona-fide,15223,4.67
15224,15224.wav,Bernie Sanders,bona-fide,15224,5.17
15225,15225.wav,JFK,bona-fide,15225,4.02
15226,15226.wav,Barack Obama,bona-fide,15226,4.69
15227,15227.wav,Ayn Rand,bona-fide,15227,1.78
15228,15228.wav,Christopher Hitchens,bona-fide,15228,2.16
15229,15229.wav,Nelson Mandela,spoof,15229,3.29
